c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    78791        78      253 |   34093   130315   294426 |   123   328816     5503 19680977 | 51.276 % |
c |    78844        78      253 |   34093   130315   294426 |   123   338816     5505 19680977 | 51.276 % |
c |    78874        78      253 |   34093   130315   294426 |   123   348816     5505 19680977 | 51.276 % |
c |    78900        78      253 |   34093   130315   294426 |   123   358816     5506 19680977 | 51.276 % |
c |    78943        81      253 |   34093   130315   294426 |   123   368816     5507 19680977 | 51.276 % |
c |    79000        81      253 |   34093   130315   294426 |   123   378816     5507 19680977 | 51.276 % |
c |    79046        81      253 |   34093   130315   294426 |   123   388816     5507 19680977 | 51.276 % |
c |    79101        81      253 |   34093   130315   294426 |   123   398816     5507 19680977 | 51.276 % |
c |    79123        81      253 |   34093   130315   294426 |   123   408816     5507 19680977 | 51.276 % |
c |    79161        81      253 |   34093   130315   294426 |   123   418816     5507 19680977 | 51.276 % |
c |    79193        81      253 |   34093   130315   294426 |   123   428816     5507 19680977 | 51.276 % |
c |    79197        81      254 |   34093   130315   294426 |   123   438816     5508 19680977 | 51.276 % |
c |    79236        81      254 |   34093   130315   294426 |   123   448816     5508 19680977 | 51.276 % |
c |    79273        81      254 |   34093   130315   294426 |   123   458816     5509 19680977 | 51.276 % |
c |    79321        81      254 |   34093   130315   294426 |   123   468816     5512 19680977 | 51.276 % |
c |    79404        81      253 |   34093   130315   294426 |   123   478816     5512 19680977 | 51.276 % |
c |    79437        82      253 |   34093   130315   294426 |   123   488816     5513 19680977 | 51.276 % |
c |    79495        82      253 |   34093   130315   294426 |   123   498816     5515 19680977 | 51.276 % |
c |    79543        82      253 |   34093   130315   294426 |   123   508816     5515 19680977 | 51.276 % |
c |    79567        82      253 |   34093   130315   294426 |   123   518816     5516 19680977 | 51.276 % |
c |    79616        82      253 |   34093   130315   294426 |   123   528816     5517 19680977 | 51.276 % |
c |    79676        82      253 |   34093   130315   294426 |   123   538816     5517 19680977 | 51.276 % |
c |    79704        82      253 |   34093   130315   294426 |   123   548816     5519 19680977 | 51.276 % |
c |    79753        82      253 |   34093   130315   294426 |   123   558816     5520 19680977 | 51.276 % |
c |    79814        82      253 |   34093   130315   294426 |   123   568816     5520 19680977 | 51.276 % |
c |    79867        82      253 |   34093   130315   294426 |   123   578816     5522 19680977 | 51.276 % |
c |    79916        82      253 |   34093   130315   294426 |   123   588816     5527 19680977 | 51.276 % |
c |    79972        82      253 |   34093   130315   294426 |   123   598816     5527 19680977 | 51.276 % |
c |    79988        83      253 |   34093   130315   294426 |   123   608816     5527 19680977 | 51.276 % |
c |    80044        83      253 |   34093   130315   294426 |   123   618816     5528 19680977 | 51.276 % |
c |    80087        83      253 |   34093   130315   294426 |   123   628816     5528 19680977 | 51.276 % |
c |    80128        83      253 |   34093   130315   294426 |   123   638816     5529 19680977 | 51.276 % |
c |    80162        83      253 |   34093   130315   294426 |   124   327625     5529 20002168 | 51.276 % |
c |    80179        83      253 |   34093   130315   294426 |   124   337625     5530 20002168 | 51.276 % |
c |    80181        83      253 |   34093   130315   294426 |   124   347625     5530 20002168 | 51.276 % |
c |    80204        83      253 |   34093   130315   294426 |   124   357625     5533 20002168 | 51.276 % |
c |    80243        83      253 |   34093   130315   294426 |   124   367625     5536 20002168 | 51.276 % |
c |    80299        83      253 |   34093   130315   294426 |   124   377625     5538 20002168 | 51.276 % |
c |    80355        83      253 |   34093   130315   294426 |   124   387625     5539 20002168 | 51.276 % |
c |    80405        84      253 |   34093   130315   294426 |   124   397625     5540 20002168 | 51.276 % |
c |    80442        84      253 |   34093   130315   294426 |   124   407625     5541 20002168 | 51.276 % |
c |    80488        84      253 |   34093   130315   294426 |   124   417625     5542 20002168 | 51.276 % |
c |    80526        84      253 |   34093   130315   294426 |   124   427625     5542 20002168 | 51.276 % |
c |    80569        84      253 |   34093   130315   294426 |   124   437625     5542 20002168 | 51.276 % |
c |    80611        84      253 |   34093   130315   294426 |   124   447625     5543 20002168 | 51.276 % |
c |    80639        84      253 |   34093   130315   294426 |   124   457625     5543 20002168 | 51.276 % |
c |    80665        84      253 |   34093   130315   294426 |   124   467625     5544 20002168 | 51.276 % |
c |    80707        84      253 |   34093   130315   294426 |   124   477625     5546 20002168 | 51.276 % |
c |    80750        84      253 |   34093   130315   294426 |   124   487625     5548 20002168 | 51.276 % |
c |    80792        84      253 |   34093   130315   294426 |   124   497625     5549 20002168 | 51.276 % |
c |    80842        84      253 |   34093   130315   294426 |   124   507625     5550 20002168 | 51.276 % |
c |    80869        84      253 |   34093   130315   294426 |   124   517625     5552 20002168 | 51.276 % |
c |    80944        84      253 |   34093   130315   294426 |   124   527625     5553 20002168 | 51.276 % |
c |    81025        84      253 |   34093   130315   294426 |   124   537625     5555 20002168 | 51.276 % |
c |    81067        84      253 |   34093   130315   294426 |   124   547625     5555 20002168 | 51.276 % |
c |    81120        85      253 |   34093   130315   294426 |   124   557625     5556 20002168 | 51.276 % |
c |    81182        85      253 |   34093   130315   294426 |   124   567625     5556 20002168 | 51.276 % |
c |    81218        85      253 |   34093   130315   294426 |   124   577625     5556 20002168 | 51.276 % |
c |    81268        85      253 |   34093   130315   294426 |   124   587625     5558 20002168 | 51.276 % |
c |    81300        85      253 |   34093   130315   294426 |   124   597625     5559 20002168 | 51.276 % |
c |    81350        85      253 |   34093   130315   294426 |   124   607625     5561 20002168 | 51.276 % |
c |    81415        85      253 |   34093   130315   294426 |   124   617625     5562 20002168 | 51.276 % |
c |    81462        85      253 |   34093   130315   294426 |   124   627625     5562 20002168 | 51.276 % |
c |    81492        85      253 |   34093   130315   294426 |   124   637625     5563 20002168 | 51.276 % |
c |    81539        85      253 |   34093   130315   294426 |   124   647625     5563 20002168 | 51.276 % |
c |    81592        85      253 |   34093   130315   294426 |   125   333820     5563 20325973 | 51.276 % |
c |    81593        85      253 |   34093   130315   294426 |   125   343820     5565 20325973 | 51.276 % |
c |    81638        85      253 |   34093   130315   294426 |   125   353820     5565 20325973 | 51.276 % |
c |    81693        85      253 |   34093   130315   294426 |   125   363820     5565 20325973 | 51.276 % |
c |    81726        85      253 |   34093   130315   294426 |   125   373820     5565 20325973 | 51.276 % |
c |    81745        85      253 |   34093   130315   294426 |   125   383820     5565 20325973 | 51.276 % |
c |    81822        85      253 |   34093   130315   294426 |   125   393820     5565 20325973 | 51.276 % |
c |    81896        85      253 |   34093   130315   294426 |   125   403820     5565 20325973 | 51.276 % |
c |    81963        85      253 |   34093   130315   294426 |   125   413820     5566 20325973 | 51.276 % |
c |    81976        85      253 |   34093   130315   294426 |   125   423820     5566 20325973 | 51.276 % |
c |    82037        85      253 |   34093   130315   294426 |   125   433820     5568 20325973 | 51.276 % |
c |    82087        85      253 |   34093   130315   294426 |   125   443820     5569 20325973 | 51.276 % |
c |    82124        85      253 |   34093   130315   294426 |   125   453820     5569 20325973 | 51.276 % |
c |    82141        85      253 |   34093   130315   294426 |   125   463820     5569 20325973 | 51.276 % |
c |    82166        85      253 |   34093   130315   294426 |   125   473820     5572 20325973 | 51.276 % |
c |    82212        85      253 |   34093   130315   294426 |   125   483820     5572 20325973 | 51.276 % |
c |    82254        85      253 |   34093   130315   294426 |   125   493820     5573 20325973 | 51.276 % |
c |    82308        85      253 |   34093   130315   294426 |   125   503820     5574 20325973 | 51.276 % |
c |    82357        85      253 |   34093   130315   294426 |   125   513820     5575 20325973 | 51.276 % |
c |    82426        85      252 |   34093   130315   294426 |   125   523820     5575 20325973 | 51.276 % |
c |    82461        85      252 |   34093   130315   294426 |   125   533820     5575 20325973 | 51.276 % |
c |    82515        85      252 |   34093   130315   294426 |   125   543820     5577 20325973 | 51.276 % |
c |    82571        85      252 |   34093   130315   294426 |   125   553820     5577 20325973 | 51.276 % |
c |    82611        85      252 |   34093   130315   294426 |   125   563820     5578 20325973 | 51.276 % |
c |    82676        85      252 |   34093   130315   294426 |   125   573820     5578 20325973 | 51.276 % |
c |    82720        85      252 |   34093   130315   294426 |   125   583820     5578 20325973 | 51.276 % |
c |    82744        85      252 |   34093   130315   294426 |   125   593820     5579 20325973 | 51.276 % |
c |    82777        85      252 |   34093   130315   294426 |   125   603820     5579 20325973 | 51.276 % |
c |    82828        85      252 |   34093   130315   294426 |   125   613820     5580 20325973 | 51.276 % |
c |    82870        85      252 |   34093   130315   294426 |   125   623820     5583 20325973 | 51.276 % |
c |    82918        85      252 |   34093   130315   294426 |   125   633820     5584 20325973 | 51.276 % |
c |    82985        85      252 |   34093   130315   294426 |   125   643820     5584 20325973 | 51.276 % |
c |    83004        85      252 |   34093   130315   294426 |   126   327415     5584 20652378 | 51.276 % |
c |    83044        85      252 |   34093   130315   294426 |   126   337415     5584 20652378 | 51.276 % |
c |    83084        85      252 |   34093   130315   294426 |   126   347415     5586 20652378 | 51.276 % |
c |    83138        85      252 |   34093   130315   294426 |   126   357415     5587 20652378 | 51.276 % |
c |    83203        85      252 |   34093   130315   294426 |   126   367415     5588 20652378 | 51.276 % |
c |    83229        85      252 |   34093   130315   294426 |   126   377415     5589 20652378 | 51.276 % |
c |    83264        85      252 |   34093   130315   294426 |   126   387415     5590 20652378 | 51.276 % |
c |    83301        85      252 |   34093   130315   294426 |   126   397415     5594 20652378 | 51.276 % |
c |    83346        85      252 |   34093   130315   294426 |   126   407415     5595 20652378 | 51.276 % |
c |    83403        86      252 |   34093   130315   294426 |   126   417415     5596 20652378 | 51.276 % |
c |    83483        86      252 |   34093   130315   294426 |   126   427415     5596 20652378 | 51.276 % |
c |    83526        86      252 |   34093   130315   294426 |   126   437415     5596 20652378 | 51.276 % |
c |    83553        86      252 |   34093   130315   294426 |   126   447415     5596 20652378 | 51.276 % |
c |    83591        86      252 |   34093   130315   294426 |   126   457415     5597 20652378 | 51.276 % |
c |    83591        86      252 |   34093   130315   294426 |   126   467415     5598 20652378 | 51.276 % |
c |    83591        86      252 |   34093   130315   294426 |   126   477415     5599 20652378 | 51.276 % |
c |    83593        86      252 |   34093   130315   294426 |   126   487415     5599 20652378 | 51.276 % |
c |    83613        86      252 |   34093   130315   294426 |   126   497415     5602 20652378 | 51.276 % |
c |    83658        86      252 |   34093   130315   294426 |   126   507415     5602 20652378 | 51.276 % |
c |    83680        86      252 |   34093   130315   294426 |   126   517415     5602 20652378 | 51.276 % |
c |    83740        86      252 |   34093   130315   294426 |   126   527415     5603 20652378 | 51.276 % |
c |    83760        86      252 |   34093   130315   294426 |   126   537415     5606 20652378 | 51.276 % |
c |    83857        86      252 |   34093   130315   294426 |   126   547415     5607 20652378 | 51.276 % |
c |    83933        86      252 |   34093   130315   294426 |   126   557415     5607 20652378 | 51.276 % |
c |    83984        86      252 |   34093   130315   294426 |   126   567415     5608 20652378 | 51.276 % |
c |    84054        86      252 |   34093   130315   294426 |   126   577415     5609 20652378 | 51.276 % |
c |    84104        86      252 |   34093   130315   294426 |   126   587415     5609 20652378 | 51.276 % |
c |    84181        86      252 |   34093   130315   294426 |   126   597415     5610 20652378 | 51.276 % |
c |    84233        86      252 |   34093   130315   294426 |   126   607415     5610 20652378 | 51.276 % |
c |    84280        86      252 |   34093   130315   294426 |   126   617415     5610 20652378 | 51.276 % |
c |    84320        86      252 |   34093   130315   294426 |   126   627415     5611 20652378 | 51.276 % |
c |    84378        86      252 |   34093   130315   294426 |   126   637415     5612 20652378 | 51.276 % |
c |    84405        86      252 |   34093   130315   294426 |   126   647415     5612 20652378 | 51.276 % |
c |    84459        86      252 |   34093   130315   294426 |   126   657415     5612 20652378 | 51.276 % |
c |    84519        86      252 |   34093   130315   294426 |   127   338425     5613 20981368 | 51.276 % |
c |    84562        86      252 |   34093   130315   294426 |   127   348425     5614 20981368 | 51.276 % |
c |    84628        86      252 |   34093   130315   294426 |   127   358425     5614 20981368 | 51.276 % |
c |    84682        86      252 |   34093   130315   294426 |   127   368425     5614 20981368 | 51.276 % |
c |    84737        86      252 |   34093   130315   294426 |   127   378425     5614 20981368 | 51.276 % |
c |    84761        86      252 |   34093   130315   294426 |   127   388425     5615 20981368 | 51.276 % |
c |    84799        86      252 |   34093   130315   294426 |   127   398425     5616 20981368 | 51.276 % |
c |    84846        86      252 |   34093   130315   294426 |   127   408425     5617 20981368 | 51.276 % |
c |    84892        86      252 |   34093   130315   294426 |   127   418425     5618 20981368 | 51.276 % |
c |    84960        86      252 |   34093   130315   294426 |   127   428425     5619 20981368 | 51.276 % |
c |    84990        86      252 |   34093   130315   294426 |   127   438425     5620 20981368 | 51.276 % |
c |    85045        86      251 |   34093   130315   294426 |   127   448425     5622 20981368 | 51.276 % |
c |    85104        86      251 |   34093   130315   294426 |   127   458425     5623 20981368 | 51.276 % |
c |    85131        86      251 |   34093   130315   294426 |   127   468425     5624 20981368 | 51.276 % |
c |    85196        86      251 |   34093   130315   294426 |   127   478425     5624 20981368 | 51.276 % |
c |    85251        86      251 |   34093   130315   294426 |   127   488425     5627 20981368 | 51.276 % |
c |    85300        86      251 |   34093   130315   294426 |   127   498425     5627 20981368 | 51.276 % |
c |    85381        87      251 |   34093   130315   294426 |   127   508425     5627 20981368 | 51.276 % |
c |    85398        87      251 |   34093   130315   294426 |   127   518425     5630 20981368 | 51.276 % |
c |    85398        87      251 |   34093   130315   294426 |   127   528425     5630 20981368 | 51.276 % |
c |    85410        87      251 |   34093   130315   294426 |   127   538425     5632 20981368 | 51.276 % |
c |    85489        87      251 |   34093   130315   294426 |   127   548425     5635 20981368 | 51.276 % |
c |    85555        87      251 |   34093   130315   294426 |   127   558425     5637 20981368 | 51.276 % |
c |    85613        87      251 |   34093   130315   294426 |   127   568425     5637 20981368 | 51.276 % |
c |    85656        88      251 |   34093   130315   294426 |   127   578425     5638 20981368 | 51.276 % |
c |    85716        88      251 |   34093   130315   294426 |   127   588425     5638 20981368 | 51.276 % |
c |    85771        88      251 |   34093   130315   294426 |   127   598425     5639 20981368 | 51.276 % |
c |    85794        88      251 |   34093   130315   294426 |   127   608425     5640 20981368 | 51.276 % |
c |    85837        88      251 |   34093   130315   294426 |   127   618425     5641 20981368 | 51.276 % |
c |    85883        88      251 |   34093   130315   294426 |   127   628425     5641 20981368 | 51.276 % |
c |    85903        88      251 |   34093   130315   294426 |   127   638425     5642 20981368 | 51.276 % |
c |    85961        88      251 |   34093   130315   294426 |   127   648425     5642 20981368 | 51.276 % |
c |    86031        88      251 |   34093   130315   294426 |   127   658425     5642 20981368 | 51.276 % |
c |    86067        88      251 |   34093   130315   294426 |   128   336818     5644 21312975 | 51.276 % |
c |    86141        88      251 |   34093   130315   294426 |   128   346818     5646 21312975 | 51.276 % |
c |    86164        88      251 |   34093   130315   294426 |   128   356818     5647 21312975 | 51.276 % |
c |    86211        88      251 |   34093   130315   294426 |   128   366818     5647 21312975 | 51.276 % |
c |    86224        88      251 |   34093   130315   294426 |   128   376818     5648 21312975 | 51.276 % |
c |    86260        88      251 |   34093   130315   294426 |   128   386818     5648 21312975 | 51.276 % |
c |    86294        88      251 |   34093   130315   294426 |   128   396818     5649 21312975 | 51.276 % |
c |    86336        88      251 |   34093   130315   294426 |   128   406818     5650 21312975 | 51.276 % |
c |    86373        88      251 |   34093   130315   294426 |   128   416818     5651 21312975 | 51.276 % |
c |    86405        88      251 |   34093   130315   294426 |   128   426818     5653 21312975 | 51.276 % |
c |    86460        88      251 |   34093   130315   294426 |   128   436818     5655 21312975 | 51.276 % |
c |    86498        88      251 |   34093   130315   294426 |   128   446818     5657 21312975 | 51.276 % |
c |    86526        88      251 |   34093   130315   294426 |   128   456818     5658 21312975 | 51.276 % |
c |    86562        88      251 |   34093   130315   294426 |   128   466818     5658 21312975 | 51.276 % |
c |    86627        88      251 |   34093   130315   294426 |   128   476818     5659 21312975 | 51.276 % |
c |    86682        88      251 |   34093   130315   294426 |   128   486818     5659 21312975 | 51.276 % |
c |    86712        88      251 |   34093   130315   294426 |   128   496818     5660 21312975 | 51.276 % |
c |    86757        88      251 |   34093   130315   294426 |   128   506818     5660 21312975 | 51.276 % |
c |    86814        88      251 |   34093   130315   294426 |   128   516818     5660 21312975 | 51.276 % |
c |    86854        88      251 |   34093   130315   294426 |   128   526818     5660 21312975 | 51.276 % |
c |    86882        88      251 |   34093   130315   294426 |   128   536818     5661 21312975 | 51.276 % |
c |    86938        88      251 |   34093   130315   294426 |   128   546818     5662 21312975 | 51.276 % |
c |    86976        88      251 |   34093   130315   294426 |   128   556818     5662 21312975 | 51.276 % |
c |    87035        88      251 |   34093   130315   294426 |   128   566818     5663 21312975 | 51.276 % |
c |    87119        88      251 |   34093   130315   294426 |   128   576818     5666 21312975 | 51.276 % |
c |    87156        88      251 |   34093   130315   294426 |   128   586818     5667 21312975 | 51.276 % |
c |    87227        88      251 |   34093   130315   294426 |   128   596818     5667 21312975 | 51.276 % |
c |    87272        88      251 |   34093   130315   294426 |   128   606818     5669 21312975 | 51.276 % |
c |    87333        88      251 |   34093   130315   294426 |   128   616818     5669 21312975 | 51.276 % |
c |    87375        88      251 |   34093   130315   294426 |   128   626818     5670 21312975 | 51.276 % |
c |    87421        88      251 |   34093   130315   294426 |   128   636818     5670 21312975 | 51.276 % |
c |    87461        88      251 |   34093   130315   294426 |   128   646818     5672 21312975 | 51.276 % |
c |    87528        88      251 |   34093   130315   294426 |   128   656818     5673 21312975 | 51.276 % |
c |    87551        88      251 |   34093   130315   294426 |   128   666818     5673 21312975 | 51.276 % |
c |    87568        88      251 |   34093   130315   294426 |   129   342619     5674 21647174 | 51.276 % |
c |    87617        88      251 |   34093   130315   294426 |   129   352619     5676 21647174 | 51.276 % |
c |    87680        88      251 |   34093   130315   294426 |   129   362619     5677 21647174 | 51.276 % |
c |    87721        88      251 |   34093   130315   294426 |   129   372619     5677 21647174 | 51.276 % |
c |    87778        88      250 |   34093   130315   294426 |   129   382619     5677 21647174 | 51.276 % |
c |    87832        88      250 |   34093   130315   294426 |   129   392619     5678 21647174 | 51.276 % |
c |    87863        88      250 |   34093   130315   294426 |   129   402619     5680 21647174 | 51.276 % |
c |    87922        88      250 |   34093   130315   294426 |   129   412619     5683 21647174 | 51.276 % |
c |    87942        88      250 |   34093   130315   294426 |   129   422619     5684 21647174 | 51.276 % |
c |    87967        88      251 |   34093   130315   294426 |   129   432619     5684 21647174 | 51.276 % |
c |    87967        88      251 |   34093   130315   294426 |   129   442619     5685 21647174 | 51.276 % |
c |    87967        88      251 |   34093   130315   294426 |   129   452619     5687 21647174 | 51.276 % |
c |    87985        88      251 |   34093   130315   294426 |   129   462619     5689 21647174 | 51.276 % |
c |    88048        88      251 |   34093   130315   294426 |   129   472619     5689 21647174 | 51.276 % |
c |    88052        88      251 |   34093   130315   294426 |   129   482619     5689 21647174 | 51.276 % |
c |    88099        88      251 |   34093   130315   294426 |   129   492619     5690 21647174 | 51.276 % |
c |    88147        88      251 |   34093   130315   294426 |   129   502619     5690 21647174 | 51.276 % |
c |    88183        88      251 |   34093   130315   294426 |   129   512619     5690 21647174 | 51.276 % |
c |    88235        88      251 |   34093   130315   294426 |   129   522619     5690 21647174 | 51.276 % |
c |    88277        88      251 |   34093   130315   294426 |   129   532619     5690 21647174 | 51.276 % |
c |    88327        88      251 |   34093   130315   294426 |   129   542619     5690 21647174 | 51.276 % |
c |    88375        88      251 |   34093   130315   294426 |   129   552619     5690 21647174 | 51.276 % |
c |    88407        88      251 |   34093   130315   294426 |   129   562619     5692 21647174 | 51.276 % |
c |    88469        88      251 |   34093   130315   294426 |   129   572619     5694 21647174 | 51.276 % |
c |    88530        88      251 |   34093   130315   294426 |   129   582619     5694 21647174 | 51.276 % |
c |    88606        89      250 |   34093   130315   294426 |   129   592619     5694 21647174 | 51.276 % |
c |    88668        89      250 |   34093   130315   294426 |   129   602619     5694 21647174 | 51.276 % |
c |    88707        89      250 |   34093   130315   294426 |   129   612619     5694 21647174 | 51.276 % |
c |    88757        89      250 |   34093   130315   294426 |   129   622619     5694 21647174 | 51.276 % |
c |    88826        89      250 |   34093   130315   294426 |   129   632619     5694 21647174 | 51.276 % |
c |    88898        89      250 |   34093   130315   294426 |   129   642619     5695 21647174 | 51.276 % |
c |    88939        89      250 |   34093   130315   294426 |   129   652619     5698 21647174 | 51.276 % |
c |    89002        89      250 |   34093   130315   294426 |   129   662619     5698 21647174 | 51.276 % |
c |    89038        89      250 |   34093   130315   294426 |   129   672619     5698 21647174 | 51.276 % |
c |    89120        89      250 |   34093   130315   294426 |   130   345817     5698 21983976 | 51.276 % |
c |    89138        89      250 |   34093   130315   294426 |   130   355817     5698 21983976 | 51.276 % |
c |    89179        89      250 |   34093   130315   294426 |   130   365817     5699 21983976 | 51.276 % |
c |    89242        89      250 |   34093   130315   294426 |   130   375817     5700 21983976 | 51.276 % |
c |    89329        89      250 |   34093   130315   294426 |   130   385817     5702 21983976 | 51.276 % |
c |    89381        89      250 |   34093   130315   294426 |   130   395817     5703 21983976 | 51.276 % |
c |    89426        89      250 |   34093   130315   294426 |   130   405817     5703 21983976 | 51.276 % |
c |    89451        89      250 |   34093   130315   294426 |   130   415817     5703 21983976 | 51.276 % |
c |    89488        89      250 |   34093   130315   294426 |   130   425817     5704 21983976 | 51.276 % |
c |    89552        89      250 |   34093   130315   294426 |   130   435817     5706 21983976 | 51.276 % |
c |    89600        89      250 |   34093   130315   294426 |   130   445817     5707 21983976 | 51.276 % |
c |    89673        89      250 |   34093   130315   294426 |   130   455817     5708 21983976 | 51.276 % |
c |    89727        89      250 |   34093   130315   294426 |   130   465817     5709 21983976 | 51.276 % |
c |    89799        89      250 |   34093   130315   294426 |   130   475817     5711 21983976 | 51.276 % |
c |    89846        89      250 |   34093   130315   294426 |   130   485817     5713 21983976 | 51.276 % |
c |    89897        89      250 |   34093   130315   294426 |   130   495817     5713 21983976 | 51.276 % |
c |    89942        89      250 |   34093   130315   294426 |   130   505817     5714 21983976 | 51.276 % |
c |    89962        89      250 |   34093   130315   294426 |   130   515817     5714 21983976 | 51.276 % |
c |    90008        89      250 |   34093   130315   294426 |   130   525817     5715 21983976 | 51.276 % |
c |    90008        89      250 |   34093   130315   294426 |   130   535817     5715 21983976 | 51.276 % |
c |    90031        89      250 |   34093   130315   294426 |   130   545817     5716 21983976 | 51.276 % |
c |    90100        89      250 |   34093   130315   294426 |   130   555817     5716 21983976 | 51.276 % |
c |    90153        89      250 |   34093   130315   294426 |   130   565817     5716 21983976 | 51.276 % |
c |    90211        89      250 |   34093   130315   294426 |   130   575817     5717 21983976 | 51.276 % |
c |    90258        89      250 |   34093   130315   294426 |   130   585817     5717 21983976 | 51.276 % |
c |    90290        89      250 |   34093   130315   294426 |   130   595817     5720 21983976 | 51.276 % |
c |    90322        89      250 |   34093   130315   294426 |   130   605817     5722 21983976 | 51.276 % |
c |    90352        90      250 |   34093   130315   294426 |   130   615817     5726 21983976 | 51.276 % |
c |    90374        90      250 |   34093   130315   294426 |   130   625817     5726 21983976 | 51.276 % |
c |    90418        90      250 |   34093   130315   294426 |   130   635817     5727 21983976 | 51.276 % |
c |    90455        90      250 |   34093   130315   294426 |   130   645817     5728 21983976 | 51.276 % |
c |    90488        90      250 |   34093   130315   294426 |   130   655817     5728 21983976 | 51.276 % |
c |    90534        90      250 |   34093   130315   294426 |   130   665817     5728 21983976 | 51.276 % |
c |    90586        90      250 |   34093   130315   294426 |   130   675817     5728 21983976 | 51.276 % |
c |    90646        91      250 |   34093   130315   294426 |   131   346416     5729 22323377 | 51.276 % |
c |    90677        91      250 |   34093   130315   294426 |   131   356416     5729 22323377 | 51.276 % |
c |    90726        91      250 |   34093   130315   294426 |   131   366416     5729 22323377 | 51.276 % |
c |    90773        91      250 |   34093   130315   294426 |   131   376416     5731 22323377 | 51.276 % |
c |    90792        91      250 |   34093   130315   294426 |   131   386416     5732 22323377 | 51.276 % |
c |    90849        91      250 |   34093   130315   294426 |   131   396416     5733 22323377 | 51.276 % |
c |    90849        91      250 |   34093   130315   294426 |   131   406416     5733 22323377 | 51.276 % |
c |    90897        91      250 |   34093   130315   294426 |   131   416416     5733 22323377 | 51.276 % |
c |    90937        91      250 |   34093   130315   294426 |   131   426416     5734 22323377 | 51.276 % |
c |    91001        92      250 |   34093   130315   294426 |   131   436416     5735 22323377 | 51.276 % |
c |    91045        92      250 |   34093   130315   294426 |   131   446416     5735 22323377 | 51.276 % |
c |    91106        92      250 |   34093   130315   294426 |   131   456416     5736 22323377 | 51.276 % |
c |    91130        93      250 |   34093   130315   294426 |   131   466416     5738 22323377 | 51.276 % |
c |    91175        93      250 |   34093   130315   294426 |   131   476416     5738 22323377 | 51.276 % |
c |    91229        93      250 |   34093   130315   294426 |   131   486416     5738 22323377 | 51.276 % |
c |    91295        93      249 |   34093   130315   294426 |   131   496416     5738 22323377 | 51.276 % |
c |    91361        93      249 |   34093   130315   294426 |   131   506416     5739 22323377 | 51.276 % |
c |    91405        93      249 |   34093   130315   294426 |   131   516416     5739 22323377 | 51.276 % |
c |    91469        93      249 |   34093   130315   294426 |   131   526416     5739 22323377 | 51.276 % |
c |    91522        93      249 |   34093   130315   294426 |   131   536416     5739 22323377 | 51.276 % |
c |    91588        93      249 |   34093   130315   294426 |   131   546416     5740 22323377 | 51.276 % |
c |    91651        93      249 |   34093   130315   294426 |   131   556416     5742 22323377 | 51.276 % |
c |    91682        93      249 |   34093   130315   294426 |   131   566416     5743 22323377 | 51.276 % |
c |    91756        93      249 |   34093   130315   294426 |   131   576416     5744 22323377 | 51.276 % |
c |    91819        93      249 |   34093   130315   294426 |   131   586416     5744 22323377 | 51.276 % |
c |    91874        93      249 |   34093   130315   294426 |   131   596416     5745 22323377 | 51.276 % |
c |    91938        93      249 |   34093   130315   294426 |   131   606416     5746 22323377 | 51.276 % |
c |    91978        93      249 |   34093   130315   294426 |   131   616416     5747 22323377 | 51.276 % |
c |    92014        93      249 |   34093   130315   294426 |   131   626416     5748 22323377 | 51.276 % |
c |    92065        93      249 |   34093   130315   294426 |   131   636416     5749 22323377 | 51.276 % |
c |    92117        93      249 |   34093   130315   294426 |   131   646416     5749 22323377 | 51.276 % |
c |    92182        93      249 |   34093   130315   294426 |   131   656416     5750 22323377 | 51.276 % |
c |    92213        93      249 |   34093   130315   294426 |   131   666416     5750 22323377 | 51.276 % |
c |    92235        93      249 |   34093   130315   294426 |   131   676416     5751 22323377 | 51.276 % |
c |    92302        93      249 |   34093   130315   294426 |   132   344419     5752 22665374 | 51.276 % |
c |    92363        93      249 |   34093   130315   294426 |   132   354419     5752 22665374 | 51.276 % |
c |    92413        93      249 |   34093   130315   294426 |   132   364419     5753 22665374 | 51.276 % |
c |    92468        93      249 |   34093   130315   294426 |   132   374419     5754 22665374 | 51.276 % |
c |    92513        93      249 |   34093   130315   294426 |   132   384419     5755 22665374 | 51.276 % |
